accuracy,best_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7907836865253899,0.7907836865253899,1764457679,,False,1,01717_00008,2025-11-29_15-07-59,53.85538458824158,53.85538458824158,551721,nid008440,128.55.82.203,53.85538458824158,1
0.9334266293482607,0.9334266293482607,1764457725,,False,2,01717_00008,2025-11-29_15-08-45,45.90120601654053,99.7565906047821,551721,nid008440,128.55.82.203,99.7565906047821,2
0.9490203918432627,0.9490203918432627,1764457771,,False,3,01717_00008,2025-11-29_15-09-31,45.86892557144165,145.62551617622375,551721,nid008440,128.55.82.203,145.62551617622375,3
0.9463214714114354,0.9490203918432627,1764457817,,False,4,01717_00008,2025-11-29_15-10-17,46.02896165847778,191.65447783470154,551721,nid008440,128.55.82.203,191.65447783470154,4
0.9574170331867253,0.9574170331867253,1764457862,,False,5,01717_00008,2025-11-29_15-11-02,45.12571883201599,236.78019666671753,551721,nid008440,128.55.82.203,236.78019666671753,5
0.9694122351059576,0.9694122351059576,1764457907,,False,6,01717_00008,2025-11-29_15-11-47,44.997541427612305,281.77773809432983,551721,nid008440,128.55.82.203,281.77773809432983,6
0.9746101559376249,0.9746101559376249,1764457952,,False,7,01717_00008,2025-11-29_15-12-32,44.728739500045776,326.5064775943756,551721,nid008440,128.55.82.203,326.5064775943756,7
0.9748100759696121,0.9748100759696121,1764457997,,False,8,01717_00008,2025-11-29_15-13-17,44.99354672431946,371.50002431869507,551721,nid008440,128.55.82.203,371.50002431869507,8
